1.807899255214706045e+03,4.693574462602675368e+01,2.462406849965895539e+00,1.776656371186194747e+03
1.808194640714737488e+03,4.702659814168378460e+01,2.497493690516868536e+00,1.629523542354343135e+03
1.838093979108618441e+03,4.740932599991181462e+01,2.542463238069224030e+00,1.778695125575661223e+03
1.871703118864623320e+03,4.741545531693880378e+01,2.549354269929706263e+00,1.740242930669230418e+03
2.012329621755094877e+03,4.745795120179832338e+01,2.554215364453368053e+00,1.986993477968147090e+03
2.041607697634338820e+03,4.750152286147474712e+01,2.597595673745268563e+00,1.940249207916109526e+03
2.051697214751583942e+03,4.794697694463810933e+01,2.601812322807401934e+00,2.025816153346433794e+03
2.100815049268426264e+03,4.827021745805699737e+01,2.607256059436384721e+00,2.143171366880818368e+03
2.131551152668049326e+03,4.832532081950337499e+01,2.639413712846137905e+00,2.243537018744052148e+03
2.152837087551015429e+03,4.844209194730999002e+01,2.645775692539028334e+00,2.090867165581052632e+03
2.171221519613920009e+03,4.917326791320953561e+01,2.653544739281229248e+00,1.908280363750510105e+03
2.182626343983339666e+03,4.928214643459095612e+01,2.664251092897030659e+00,1.766920024298840644e+03
2.210715710451923314e+03,4.947494484072720411e+01,2.675731741597743074e+00,1.832595226971468037e+03
2.219444555516309265e+03,4.988978876766922355e+01,2.688995394172339459e+00,1.736729439687850800e+03
2.223648363246655208e+03,4.998947090184836384e+01,2.716874683329647322e+00,1.488528874788758230e+03
2.235651950983067763e+03,5.008729404748946479e+01,2.735303370172482040e+00,1.683377033347635916e+03
2.300720247552168075e+03,5.059822680149704865e+01,2.780534870311998752e+00,1.717527763029612288e+03
2.315724878974529020e+03,5.062990994684473378e+01,2.817581228488452716e+00,1.719823473496124052e+03
2.317010763656954623e+03,5.097263453343126827e+01,2.826480285164437056e+00,1.705355168267937188e+03
2.347845913609670788e+03,5.134812276250997343e+01,2.836849647223051551e+00,1.764570063726573608e+03
2.394719719689755493e+03,5.224308835926215266e+01,2.841154477942232859e+00,1.636117244523773479e+03
2.396545790410010341e+03,5.290510947190372804e+01,2.854499189995741926e+00,1.938813270771414636e+03
2.397025728792255904e+03,5.304488125522592412e+01,2.872104305159273174e+00,1.610348713426666336e+03
2.413587668838668833e+03,5.314435030368127855e+01,2.874798321628132314e+00,2.114224081218530500e+03
2.438007668907950574e+03,5.469207719392550615e+01,2.912952860181877490e+00,2.378123916211298820e+03
2.438730682354621422e+03,5.482036469521668920e+01,2.933087442568484970e+00,2.747741341946521970e+03
2.439907043935281308e+03,5.493208592569404658e+01,2.959942031242292160e+00,2.925235957916081134e+03
2.481888789900568554e+03,5.601504943046521134e+01,2.987610446408874854e+00,2.871987556633623626e+03
2.573006101005601977e+03,5.601776602011791795e+01,3.003123203733875091e+00,3.167801363535067139e+03
2.575428432456816154e+03,5.620840700154107594e+01,3.077138686797998623e+00,3.183356635840481431e+03
2.583150734559899774e+03,5.636564443746212305e+01,3.084635498373698770e+00,3.205572290623675599e+03
2.628169135071410892e+03,5.653748880957929401e+01,3.084742872913020406e+00,3.201589912088170877e+03
2.638470767146131948e+03,5.668174713234594719e+01,3.100214105342486537e+00,3.262049719371404990e+03
2.641352657417759929e+03,5.693778804796004067e+01,3.105125050315819202e+00,3.274176729556241298e+03
2.668498948701504560e+03,5.702959506521877131e+01,3.114778316970441274e+00,3.092069737985053507e+03
2.689158878100238326e+03,5.710798836697948389e+01,3.164278678001339884e+00,3.143033041561128812e+03
2.730448223788214364e+03,5.728592181731347210e+01,3.165052862881696960e+00,3.044861787298773379e+03
2.786938035028867944e+03,5.743730319128231798e+01,3.257037196790146361e+00,3.209205876067709596e+03
2.816953046001328403e+03,5.763181224773071420e+01,3.257383990198434276e+00,3.227722293983959389e+03
2.844237652962754510e+03,5.780634066615355948e+01,3.274145147358884067e+00,2.938758183787712369e+03
2.867651411832971462e+03,5.818018013978592506e+01,3.328336254015039852e+00,2.907671378009074942e+03
2.901603774607559899e+03,5.831549598937920109e+01,3.332473317473849228e+00,2.818502994077411586e+03
2.940001960859324754e+03,5.837327408787550809e+01,3.356165187812561790e+00,2.555933036512753461e+03
2.947812303888515089e+03,5.847820898690529390e+01,3.371389727931402014e+00,1.929213421168122750e+03
2.949034762713902637e+03,5.885309217817416538e+01,3.387431175649862514e+00,1.880812060773950634e+03
2.986160413599875028e+03,5.904568880200939418e+01,3.392317563654858148e+00,1.543559534979405043e+03
3.049521071821382520e+03,5.919074383050165977e+01,3.397639071088109475e+00,1.598299621023517830e+03
3.081225766311959433e+03,5.928176559064296214e+01,3.439958801419809475e+00,1.424216721970918570e+03
3.143962499990993820e+03,5.929286126031664139e+01,3.447891358008570606e+00,1.138450158123523352e+03
3.152295502267311349e+03,5.963417049394732317e+01,3.459205550924181694e+00,7.405993784623022975e+02
3.170692866784073431e+03,5.994438650274565816e+01,3.511243270616808410e+00,8.809554908576867547e+02
3.172625770659503360e+03,6.022140854351472683e+01,3.521921942667621153e+00,9.546640668323320824e+02
3.180574614926491449e+03,6.051502379414191068e+01,3.542168626239547535e+00,8.765245912816858436e+02
3.195231957357887495e+03,6.062784142950454225e+01,3.544838873774992294e+00,8.522160226050489200e+02
3.292632232244991883e+03,6.071949393580252519e+01,3.551786715349855683e+00,1.088388090256378973e+03
3.299797953997392142e+03,6.078870292005627363e+01,3.555860680289366638e+00,1.056457230440665626e+03
3.302867592733272886e+03,6.081499424226078077e+01,3.571693066662098737e+00,9.032541261877947818e+02
3.367674227468475237e+03,6.082524693699543406e+01,3.572585080279613301e+00,1.097940222761802033e+03
3.417929198190208353e+03,6.087774083603433439e+01,3.628457361628752764e+00,1.091890049010242365e+03
3.437891505203921952e+03,6.099087269837847458e+01,3.659416722023987489e+00,1.146246331768847085e+03
3.484854801687432428e+03,6.122000728161007999e+01,3.693778537916168503e+00,1.074574305142223920e+03
3.517883891769789898e+03,6.125297351122976863e+01,3.700618696264533547e+00,1.243410259837566855e+03
3.529714503770324427e+03,6.190348655829419044e+01,3.709915094417885584e+00,1.169526941836047399e+03
3.598305237738522919e+03,6.197063448698868626e+01,3.721727147234687116e+00,1.417740817289026836e+03
3.614186102207217573e+03,6.233299260447805068e+01,3.738358045442228494e+00,1.123079959223653304e+03
3.642737374838667165e+03,6.240221811808902430e+01,3.740797886167229969e+00,1.133449773953888780e+03
3.669788006131451311e+03,6.255238148628090755e+01,3.762215079124086703e+00,1.310957777782089124e+03
3.693014434039053867e+03,6.265253567932631995e+01,3.805483361956545796e+00,1.218707140068516537e+03
3.762605668023035378e+03,6.271194231556677323e+01,3.840413521717886525e+00,1.289867633668938197e+03
3.782311992102698696e+03,6.281144930654279790e+01,3.853750006440665565e+00,1.186576899699534579e+03
3.783249388502564670e+03,6.315190888903850919e+01,3.880612145888891806e+00,1.360028333415942825e+03
3.805600506322186448e+03,6.412994211185277038e+01,3.885755509495849580e+00,1.347499949859444314e+03
3.806986128956814355e+03,6.413789100588414271e+01,3.889341591410884647e+00,1.247978704848625512e+03
3.848396942617171590e+03,6.418091375497517959e+01,3.899697970645920719e+00,9.135059488252521760e+02
3.848952510167596756e+03,6.424153795540127021e+01,3.911880241694285054e+00,6.471839299231313589e+02
3.856671253133825303e+03,6.451566502168481065e+01,3.949598793294708976e+00,8.352856840788991803e+02
3.913939552862010260e+03,6.476537330011069571e+01,3.961490037285279264e+00,5.963550065480768581e+02
3.962495449896491664e+03,6.484226283757791975e+01,3.968871166178660204e+00,7.131716369697545588e+02
3.963969649796524209e+03,6.486133860001390872e+01,3.987110818399371315e+00,6.229445784728105764e+02
